ID,Neutral Score,Positive Score,Negative Score,Compund Score,Likes,Views,Like/Views,Comment Score Neg,Comment Score Pos,Comment Score Neu,Comment Score Compund
oESoI6XxZTg,0.8254755877034353,0.13331103074141046,0.041211573236889676,0.07891971066907771,68951.0,2814446.0,2.4498960008470583,0.11202999999999999,0.2129100000000001,0.67502,0.19899200000000003
tmNwuM6rWKo,0.86211914893617,0.10848085106382976,0.029404255319148937,0.06759744680851063,34903.0,1555483.0,2.2438689461729893,0.13399000000000005,0.16290000000000002,0.7031300000000003,0.014397
1DlfvuRCAII,0.6680411985018719,0.27185486891385785,0.060100187265917586,0.18509335205992472,12549.0,342829.0,3.6604254599231685,0.12016999999999996,0.26247999999999994,0.61733,0.21123500000000014
y1ZcLVQpIcQ,0.7815932835820892,0.15348507462686561,0.06491791044776121,0.06789440298507464,7367.0,170874.0,4.311363928976907,0.05628999999999999,0.24000999999999997,0.7037000000000002,0.292523
_IsV8XZQwe0,0.7728641975308641,0.1337716049382716,0.03780864197530865,0.1396833333333333,15628.0,251048.0,6.225104362512348,0.06507999999999999,0.26939,0.6655100000000002,0.3145539999999999
3KZY41SqaTI,0.7673272727272727,0.1139672727272727,0.11870727272727265,-0.013821636363636364,85645.0,3438076.0,2.4910734957575107,0.17534000000000005,0.14933999999999997,0.6753299999999998,-0.04711599999999998
yRtx56xl-70,0.8200358744394619,0.12498206278026903,0.04602690582959641,0.10074304932735424,66206.0,2085842.0,3.1740659167856435,0.09178999999999998,0.11927,0.7889199999999998,0.09675900000000005
KK3Yr80lPOY,0.0,0.0,0.0,0.0,127506.0,3308317.0,3.8541046701389257,0.10731000000000002,0.16989,0.72284,0.17684999999999998
x3VluzZTReE,0.8822830188679245,0.097388679245283,0.020328301886792455,0.06753622641509435,118556.0,6906315.0,1.7166318072662483,0.06047000000000002,0.15085,0.7887000000000001,0.11632400000000002
XP5k3ZzPf_0,0.7453376623376625,0.1902835497835498,0.05139177489177491,0.1271707792207791,75082.0,2103127.0,3.5700174074128666,0.05183,0.2090199999999999,0.73918,0.187165
2b7nCbCRyIs,0.788163686382393,0.09322971114167809,0.11723383768913334,-0.02057606602475928,76197.0,1556097.0,4.8966741790518205,0.09240000000000002,0.22624999999999995,0.6813199999999999,0.17848000000000003
