ID,Neutral Score,Positive Score,Negative Score,Compund Score,Likes,Views,Like/Views,Comment Score Neg,Comment Score Pos,Comment Score Neu,Comment Score Compund
tRaq4aYPzCc,0.8145790209790207,0.1518965034965036,0.027928671328671335,0.07952167832167831,163920.0,5781579.0,2.835211626443226,0.12188,0.10693000000000001,0.7611799999999999,0.03451799999999999
P3Vmrv8Bfbs,0.8461099290780145,0.13595035460992905,0.017943262411347517,0.1052602836879433,8600.0,592459.0,1.4515772399440299,0.0,0.0,0.0,0.0
r4G0aTq5oSM,0.8383947368421053,0.1105460526315789,0.05107894736842106,0.09928026315789477,51542.0,1837560.0,2.8049152136528877,0.08005000000000001,0.16127999999999998,0.7586700000000002,0.160371
ZifujZQqQMo,0.907307086614173,0.08809448818897637,0.004590551181102362,0.06659763779527561,15378.0,1031312.0,1.4911103526381928,0.10825000000000001,0.15508000000000002,0.73664,0.11774699999999999
uKCaIHAIg70,0.7666112185686654,0.1887408123791102,0.044644100580270796,0.13377640232108295,7919.0,214028.0,3.699983179770871,0.08455000000000001,0.21948999999999994,0.6959700000000001,0.2261380000000001
78CKBELCMfU,0.8534199999999998,0.12762749999999998,0.018955000000000003,0.09684974999999996,13433.0,448844.0,2.992799279927993,0.07788,0.18551999999999996,0.7366100000000003,0.168296
RmCw_ds_JmU,0.8943543859649125,0.09150526315789477,0.014140350877192983,0.058888421052631555,8905.0,354839.0,2.5095888557909363,0.07645,0.13912000000000002,0.7844500000000001,0.13037399999999996
nDo2Rpi1Gi0,0.8498930693069304,0.10914455445544553,0.04096237623762378,0.0636621782178218,45912.0,952583.0,4.819737492690925,0.07952999999999999,0.19452000000000005,0.7259699999999999,0.166203
HdgPSJxvAYY,0.8138529411764704,0.10465931372549019,0.0814828431372549,0.027082352941176474,215033.0,4677397.0,4.597279213203412,0.1465858585858586,0.19602020202020212,0.6574141414141415,0.08734444444444446
1UTjWy-vnOo,0.7289053763440855,0.19193978494623665,0.0791505376344086,0.09585053763440861,241019.0,7038138.0,3.424471074593877,0.021140000000000003,0.25507,0.72379,0.22071500000000005
wf6x4FHTMKo,0.73767706013363,0.19058017817371947,0.06394543429844096,0.09160534521158115,145154.0,2244929.0,6.465861503860478,0.09951999999999998,0.20604999999999996,0.6944099999999999,0.16715800000000006
XEspOD1NHr0,0.8407280701754384,0.13316666666666663,0.026105263157894746,0.09323508771929814,163484.0,3084020.0,5.301003236036083,0.04417,0.25778,0.6980299999999999,0.333573
V4Z8EdiJxgk,0.8047421874999999,0.138359375,0.056890625,0.13274921875,250712.0,7436812.0,3.371229499952399,0.11042999999999999,0.14559000000000002,0.7239699999999998,0.05593399999999999
tcQVrD7RnNI,0.7174092888243833,0.18556894049346884,0.09121770682148045,0.08208069666182866,473539.0,21838680.0,2.168349918584823,0.06999000000000001,0.18319999999999997,0.7367999999999999,0.160319
RIphIqHEdxY,0.8036395348837206,0.16006976744186052,0.036296511627906966,0.1184104651162791,23856.0,802208.0,2.973792333160477,0.05,0.18241999999999994,0.7676099999999999,0.253578
1TCuf_Qcfv8,0.8454999999999997,0.12945689655172415,0.025043103448275865,0.09392974137931034,95496.0,3612316.0,2.6436225402207336,0.05626,0.20648999999999998,0.7372600000000001,0.239164
48Oj8p9hSd0,0.7721754966887413,0.17423509933774825,0.05358940397350995,0.10068774834437083,33655.0,1138870.0,2.9551221825142466,0.11394999999999995,0.15545,0.7205900000000001,0.136142
-4Oso9-9KTQ,0.8433960843373489,0.11775451807228908,0.035838855421686744,0.06384307228915657,59595.0,1145276.0,5.2035491881432945,0.10452000000000002,0.18823,0.7072599999999999,0.12254000000000011
kvN5_GXlg2Y,0.8474236641221377,0.128030534351145,0.024549618320610686,0.09305000000000004,128804.0,3242182.0,3.9727566188449632,0.061769999999999985,0.21848999999999993,0.7097200000000002,0.25862399999999985
qebMrMt4240,0.874463035019455,0.08982879377431909,0.03570038910505836,0.05039377431906615,70951.0,3536884.0,2.006031297605463,0.09215000000000001,0.15359,0.7542099999999999,0.14183100000000004
uoJwt9l-XhQ,0.5887787610619467,0.13713274336283182,0.2741061946902655,-0.2788999999999998,231233.0,5618362.0,4.115665740299397,0.24013,0.19894999999999996,0.5609100000000001,-0.12779
LGb_ySgKBAc,0.725440104166667,0.17546354166666664,0.08868229166666663,0.06978437500000005,146835.0,5449268.0,2.6945820979992177,0.09116999999999997,0.13735000000000003,0.7714600000000001,0.07794000000000001
yzrVHEB02Hw,0.8410352941176472,0.12201647058823524,0.0369529411764706,0.06769717647058825,77354.0,1677811.0,4.610412018993796,0.04930999999999999,0.15084999999999998,0.7998399999999998,0.155804
JN4mnVLP0rU,0.8525749293119695,0.08369839773798303,0.0637247879359095,0.008566729500471253,102140.0,4289870.0,2.380957931126118,0.16319,0.16435,0.67244,-0.047434999999999984
2EsqMLT0Hzw,0.821116564417178,0.13451533742331287,0.044368098159509206,0.1404355828220859,31605.0,667121.0,4.737521379180089,0.08897000000000001,0.26727,0.6437600000000002,0.17716
Jmws_bNRG6Q,0.6554487179487186,0.28630211817168355,0.05490078037904126,0.156984559643255,409582.0,6749332.0,6.068482036444496,0.05233000000000001,0.26421999999999995,0.6834500000000001,0.397549
6bgNm9l_3qU,0.8128915094339625,0.10609433962264152,0.08102830188679246,0.004103301886792455,91464.0,2357807.0,3.8791979156903005,0.14374000000000003,0.12819,0.7280100000000002,-0.030810000000000008
hR_5R6zFIHg,0.7423419023136238,0.15634190231362474,0.10002956298200517,0.04400861182519282,38013.0,747243.0,5.087100180262645,0.14456000000000005,0.17109000000000002,0.68431,0.010320000000000013
md75n8cyenA,0.774669220945083,0.1452120051085568,0.07884418901660281,0.06277484035759891,564893.0,23772736.0,2.3762220722091056,0.0642,0.12899,0.7767999999999996,0.06580599999999999
TbzZIMQC6vk,0.7775202312138733,0.16495375722543357,0.05752023121387283,0.16461329479768796,57061.0,1918526.0,2.974210409449755,0.09317999999999999,0.19431000000000004,0.7125000000000001,0.18047100000000008
MIeJ-etE36o,0.8037199999999999,0.15132,0.045,0.11355999999999998,61947.0,30768543.0,0.20133225027912435,0.08102999999999999,0.23787999999999992,0.67104,0.18841200000000005
VRyAOyFqQus,0.798400778210117,0.14971206225680928,0.05188326848249028,0.08734280155642028,92527.0,2580456.0,3.585684080643111,0.09643999999999998,0.14842,0.7551800000000002,0.051465000000000004
ekBa4G9TIZ4,0.8023253012048192,0.11948192771084339,0.07818072289156626,0.01650602409638554,12816.0,1112791.0,1.1516987466649173,0.051680000000000004,0.22087000000000007,0.7274500000000002,0.29387800000000003
1Wy-6z17up4,0.7213333333333333,0.22259027777777782,0.05608333333333334,0.13182500000000005,36158.0,1912847.0,1.8902714121934479,0.10403000000000003,0.17372000000000004,0.7222599999999999,0.14370399999999997
rn_8GXNN7_Q,0.8526582278481014,0.12460759493670885,0.02273417721518987,0.09749240506329114,118430.0,3100926.0,3.8191817540953896,0.10886000000000003,0.17456999999999998,0.7165600000000001,0.16128100000000012
